canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_2,DISPOSIT_10,417.0,0.0,Autorizacion De Consulta Datacredito,Autorizacion De Consulta Datacredito,No Financiera,Autorizaciones,Transaccion Exitosa,Exitosa,Autorizaciones,NA,Sin producto
CANAL_1,DISPOSIT_2,130.0,123.0,Generacion Pin Pago APP ALM,Generacion Pin Pago APP ALM,No Financiera,Claves,No Exitosa,No Exitosa,Claves,NO,Ahorro a la mano
CANAL_1,DISPOSIT_2,900.0,821.0,Consulta De Movimientos Deposito,Consulta De Movimientos,No Financiera,Consultas / Movimientos / Extractos,Cliente No Registrado (Gafis),Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Ahorro a la mano
CANAL_2,DISPOSIT_13,None,None,None,None,None,None,None,None,None,None,None
CANAL_5,DISPOSIT_4,362.0,440.0,Consulta De Movimientos Prestamos,Consulta De Movimientos Credito  Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Error Integ No Mapeado En Admin De Equivalencias,No Exitosa,Consultas / Movimientos / Extractos,SI,Hipotecario
CANAL_6,DISPOSIT_4,491.0,0.0,Consulta Cuentas Inscritas Banco,Consulta Cuentas Inscritas Banco,No considerar,No considerar,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_11,666.0,440.0,Generacion de referencia Bancaria,Generacion de referencia Bancaria,No Financiera,Consultas / Movimientos / Extractos,Error Integ No Mapeado En Admin De Equivalencias,No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_5,DISPOSIT_4,426.0,106.0,Apertura Inversion Virtual,Apertura Inversion Virtual Desde Cuenta Corriente,Financiera,Apertura de productos,Apertura Inversion Virtual No Disponble En Este Horario,No Exitosa,Apertura de productos,NO,Inversiones
CANAL_1,DISPOSIT_12,381.0,605.0,Cambio De Clave,Cambio De Clave,No Financiera,Claves,Servicio Aun No Habilitado Intente Mas Tarde,No Exitosa,Cambio de Claves,SI,Ahorro a la mano
CANAL_2,DISPOSIT_5,50.0,200.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,No Se Pudo Duplicar Archivo Wwwfftodis En La Qtemp,No Exitosa,Recargas,NO,Recargas
CANAL_5,DISPOSIT_4,126.0,729.0,Actualizacion De Informacion,Actualizacion De Informacion Del Contacto,No Financiera,Actualizaciones,Prefijo Telufono M Vil No Es V lido,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_7,DISPOSIT_3,422.0,30.0,Compra Pse,Compra Pse Desde Cuenta Corriente,Financiera,Compras,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Compras,NO,PSE
CANAL_5,DISPOSIT_4,431.0,216.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta Corriente,Financiera,Pago de facturas,Factura Ya Esta Cancelada,Tecnicamente Exitosa,Pagos,NO,Cta Corriente
CANAL_8,DISPOSIT_3,385.0,607.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Clave Bloqueada,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,3600.0,21.0,Validacion OTP,Validacion OTP,No considerar,Claves,Bloqueado voluntariamente,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,751.0,0.0,Actualizar Personalizacion De Topes,Actualizar Personalizacion De Topes,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_2,DISPOSIT_5,25.0,70.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Timeout,No Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_2,DISPOSIT_5,28.0,0.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Propia - No Propia Ivr,Financiera,Pago Tarjetas,Transaccion Exitosa,Exitosa,Pagos,NA,TDC
CANAL_2,DISPOSIT_11,612.0,0.0,Consultar Datos de seguridad,Consultar Datos de seguridad,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Sin producto
CANAL_4,DISPOSIT_9,383.0,388.0,Regeneracion de Clave,Regeneracion De Clave Por Olvido,No Financiera,Claves,Usuario O Clave Invalida,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_3,DISPOSIT_6,385.0,2.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Documento Sin Tarjetas Inscritas,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,3101.0,0.0,Notificacion Enrolamiento Softoken,Notificacion Enrolamiento Softoken,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Token
CANAL_2,DISPOSIT_13,453.0,137.0,Bloqueo De Claves Y Tarjetas,Bloqueo De Claves Y Tarjetas,No Financiera,Claves,Los Datos Recibidos Para Inscribir Clientes No Son Validos,No Exitosa,Bloqueos,NO,Sin producto
CANAL_5,DISPOSIT_4,264.0,0.0,Consulta De Movimiento Tarjetas,Consulta De Movimiento Tarjeta De Credito,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,TDC
CANAL_5,DISPOSIT_4,244.0,190.0,Abono a cuenta transferencias internacionales,Abono a cuenta transferencias internacionales,Financiera,Transferencias de fondos,El Primer Caracter De La Clave Debe Ser Una Letra De La A-Z,No Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_4,DISPOSIT_9,549.0,510.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,"Fid: No Hay Saldo Disponible 257,259,278,279,280",Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_1,DISPOSIT_12,558.0,706.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,50.0,43.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,Valor A Pagar No Valido,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_13,229.0,0.0,Envio De Respuesta Del Cuestionario Para Segunda Clave,Envio De Respuesta Del Cuestionario Para Segunda Clave,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Sin producto
CANAL_5,DISPOSIT_4,512.0,0.0,Consultar Penalizacion,Consultar Penalizacion,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_1,DISPOSIT_12,203.0,502.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Clave Bloqueada Por Intentos Fallidos,Tecnicamente Exitosa,Validaciones,NO,Ahorro a la mano
CANAL_2,DISPOSIT_11,203.0,0.0,Consulta FaxMail/MailPoint,Consulta FaxMail/MailPoint,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Sin producto
CANAL_6,DISPOSIT_4,412.0,0.0,Bloqueo De Primera Clave,Bloqueo de clave para cliente filial,No Financiera,Claves,Transaccion Exitosa,Exitosa,Bloqueos,NA,Inversiones
CANAL_3,DISPOSIT_6,432.0,0.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta Corriente.,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Cta Corriente
CANAL_2,DISPOSIT_10,165.0,334.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,#N/A Pendiente De Respuesta,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,431.0,30.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta Corriente,Financiera,Pago de facturas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,Cta Corriente
CANAL_5,DISPOSIT_4,604.0,607.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Clave Bloqueada,No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,1260.0,0.0,Consulta detalle Tarjeta de credito,Consulta detalle Tarjeta de credito,No considerar,#N/A Transaccion desconocida,Transaccion Exitosa,Exitosa,NA,NA,TDC
CANAL_2,DISPOSIT_10,617.0,0.0,Consulta Estado Easy OTP,Consulta Estado Easy OTP,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_5,DISPOSIT_4,356.0,0.0,Consulta De Saldo Deposito,Consulta De Saldos Consolidados,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_2,DISPOSIT_5,50.0,69.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,Clave De Token No Corresponde Al Token Asociado,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_5,49.0,70.0,Activacion Tarjetas De Credito,Activacion Tarjetas De Credito,No Financiera,Activaciones,Timeout,No Exitosa,Activaciones,NO,TDC
CANAL_2,DISPOSIT_11,199.0,279.0,Consulta orden de Pago,Consulta orden de Pago,No Financiera,Consultas / Movimientos / Extractos,No Exitosa,No Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_1,DISPOSIT_2,370.0,36.0,Administracion Favoritos App ALM (Agregar o Eliminar),Administracion Favoritos App ALM (Agregar o Eliminar),No Financiera,Actualizaciones,El Convenio Ya Est  Registrado Como Favorito En El Archivowwwfffacfr,No Exitosa,Actualizaciones,NO,Ahorro a la mano
CANAL_4,DISPOSIT_9,390.0,0.0,Inscripcion De Empresas Al Servicio,Inscripcion De Empresas Al Servicio,No considerar,No considerar,Transaccion Exitosa,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,128.0,7.0,Solicitar Cuestionario Evidente,Solicitar Cuestionario Evidente,No Financiera,Consulta de datos generales de clientes,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),Tecnicamente Exitosa,Consulta de datos generales de clientes,NO,Sin producto
CANAL_5,DISPOSIT_4,601.0,128.0,Bloqueo De Segunda Clave,Bloqueo De Segunda Clave,No Financiera,Claves,Clave No Corresponde Al Usuario,Tecnicamente Exitosa,Bloqueos,NO,Sin producto
CANAL_2,DISPOSIT_5,50.0,568.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,#N/A Pendiente De Respuesta,No Exitosa,Recargas,SI,Recargas
CANAL_4,DISPOSIT_9,1019.0,0.0,Sincronizar Token,Sincronizar Token,No Financiera,Token,Transaccion Exitosa,Exitosa,Token,NA,Token
CANAL_1,DISPOSIT_2,130.0,21.0,Generacion Pin Pago APP ALM,Generacion Pin Pago APP ALM,No Financiera,Claves,Referencia No Valida,Tecnicamente Exitosa,Claves,NO,Ahorro a la mano
CANAL_1,DISPOSIT_12,433.0,52.0,Pago De Facturas,Pago De Servicios Personales,Financiera,Pago de facturas,Clave No Valida,Tecnicamente Exitosa,Pagos,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,539.0,446.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Fid: Fecha De Operaci N Menor A La Fecha De Vencimiento D,No Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_13,955.0,6.0,Reset Preguntas - Consulta Historial Mrp,Reset Preguntas - Consulta Historial Mrp,No Financiera,Modulos de seguridad,Documento Sin Este Tipo De Tarjeta  (Destino),Tecnicamente Exitosa,Modulos de seguridad,NO,Sin producto
CANAL_5,DISPOSIT_4,236.0,0.0,#N/A Transaccion Desconocida,#N/A Transaccion Desconocida,No considerar,#N/A Transaccion desconocida,#N/A Transaccion desconocida,No considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,511.0,382.0,Consultar Productos A Constituir,Consultar Productos A Constituir,No Financiera,Consultas / Movimientos / Extractos,Error Al Procesar La Transaccion,No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_4,DISPOSIT_9,375.0,201.0,Envio De Archivo De Pagos,Envio De Archivo De Pagos,Financiera,Pagos,Nit De Empresa En Archivo De Pagos No Valido,Tecnicamente Exitosa,Pagos,NO,Sin producto
CANAL_2,DISPOSIT_13,227.0,8.0,Validacion Del Cliente Para Segunda Clave,Validacion Del Cliente Para Segunda Clave,No Financiera,Claves,Valido Con Documento No Vigente,No Exitosa,Validaciones,NO,Sin producto
CANAL_6,DISPOSIT_4,224.0,0.0,Consulta De E-Card,Consulta De E-Card,No Financiera,E-card,Transaccion Exitosa,Exitosa,E-card,NA,E-Card
CANAL_3,DISPOSIT_6,604.0,610.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No Financiera,Claves,Estado De Clave No Valido Para Ingresar,No Exitosa,Validaciones,NO,Sin producto
CANAL_6,DISPOSIT_4,3101.0,15.0,Notificacion Enrolamiento Softoken,Notificacion Enrolamiento Softoken,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,NA,SI,Token
CANAL_5,DISPOSIT_4,638.0,700.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,#N/A Pendiente De Respuesta,No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_6,DISPOSIT_4,1100.0,35.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Valor Transferencia Por Debajo De Tope Minimo Permitido,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,4600.0,902.0,Validacion OTP,Validacion OTP,No considerar,Claves,Clave dinamica no valida.,Tecnicamente Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,410.0,0.0,Consulta De Inversiones Fiduciarias,Consulta De Inversiones Fiduciarias,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_1,DISPOSIT_12,431.0,0.0,Pago De Facturas,Pago De Factura Del Operador,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Tarjeta Debito
CANAL_5,DISPOSIT_4,364.0,0.0,Pago De Prestamos,Pago De Credito Hipotecario,Financiera,Pago de Prestamos,Transaccion Exitosa,Exitosa,Pagos,NA,Hipotecario
CANAL_6,DISPOSIT_4,453.0,151.0,Validaciones De Claves,Validaciones De Claves,No Financiera,Claves,"Transaccion No Efectuada, Favor Intente Mas Tarde",No Exitosa,Validaciones,SI,Sin producto
CANAL_2,DISPOSIT_11,606.0,0.0,Enrolamiento a Softoken personas,Enrolamiento a Softoken personas,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Token
CANAL_3,DISPOSIT_6,604.0,607.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No Financiera,Claves,Clave Bloqueada,Tecnicamente Exitosa,Validaciones,NO,Sin producto
CANAL_6,DISPOSIT_4,531.0,21.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Referencia No Valida,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_6,DISPOSIT_4,491.0,445.0,Consulta Cuentas Inscritas Banco,Consulta Cuentas Inscritas Banco,No considerar,No considerar,Fid:Error Generico Falla Fondos Transf A Fondos,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,485.0,917.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta No Existe En Depesitos,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_5,26.0,52.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Clave No Valida,Tecnicamente Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_2,DISPOSIT_10,888.0,161.0,Consulta De Costo De La Transaccion,Consulta De Costo De La Transaccion,No considerar,No considerar,Archivo Wwwfftodas Ocupado,No Exitosa,NA,SI,Sin producto
CANAL_6,DISPOSIT_4,531.0,705.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,604.0,602.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Usted No Posee Segunda Clave,No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,417.0,566.0,Autorizacion De Consulta Datacredito,Autorizacion De Consulta Datacredito,No Financiera,Autorizaciones,Cla:  Super  Numero De Intentos De Consulta A Datacredito,Tecnicamente Exitosa,Autorizaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,240.0,0.0,Bloqueo De Tarjetas,Bloqueo De Tarjetas De Credito,No Financiera,Bloqueos tarjetas,Transaccion Exitosa,Exitosa,Bloqueos,NA,TDC
CANAL_6,DISPOSIT_4,369.0,2.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Documento Sin Tarjetas Inscritas,No Exitosa,Autenticaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,538.0,0.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,322.0,0.0,Simulador De Inversion Virtual,Simulador De Inversion Virtual,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Inversiones
CANAL_6,DISPOSIT_4,1538.0,1.0,Transferencias Cuenta Nequi,Transferencias Cuenta Nequi,Financiera,Transferencias de fondos,Documento De Identidad No Valido,Tecnicamente Exitosa,Transferencias,NO,Nequi
CANAL_6,DISPOSIT_4,345.0,322.0,Consulta De Saldo Prestamos,Consulta De Saldos Prestamos,No Financiera,Consultas / Movimientos / Extractos,Cliente No Tiene Prestamos Disponibles Por Sucursal Virtual,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Creditos
CANAL_2,DISPOSIT_13,327.0,1.0,Evidente para Enrolamiento OTP,Evidente para Enrolamiento OTP,No considerar,Claves,Documento De Identidad No Valido,No Exitosa,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,327.0,6.0,Evidente para Enrolamiento OTP,Evidente para Enrolamiento OTP,No considerar,Claves,Documento Sin Este Tipo De Tarjeta  (Destino),No Exitosa,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,1101.0,382.0,Eliminacion Fondo De Inversion Fiduciaria,Eliminacion Fondo De Inversion Fiduciaria,No Financiera,Eliminaciones,Error Al Procesar La Transaccion,No Exitosa,Eliminaciones,SI,Inversiones
CANAL_5,DISPOSIT_4,531.0,215.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Factura No Existe,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_5,42.0,211.0,Pago De Facturas,Pago De Facturas De Servicios Personales,Financiera,Pago de facturas,Codigo De Respuesta No Valido,No Exitosa,Pagos,NO,Sin producto
CANAL_2,DISPOSIT_13,187.0,600.0,Activacion De Segunda Clave,Activacion De Segunda Clave,No Financiera,Claves,El Cliente Ya Posee Segunda Clave,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_5,DISPOSIT_4,516.0,441.0,Grabar Cancelacion,Grabar Cancelacion,No Financiera,Actualizaciones,Horario No Permitido.,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_10,0.0,332.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Error De Comunicaciones,No Exitosa,Paso Operadora,SI,Sin producto
CANAL_2,DISPOSIT_5,0.0,556.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Cla:Cliente Posee Clave Pendiente De Activar,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_5,DISPOSIT_4,360.0,0.0,Consulta De Saldo Deposito,Consulta De Saldos De Cuentas En Tiempo Real,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,244.0,177.0,Abono a cuenta transferencias internacionales,Abono a cuenta transferencias internacionales,Financiera,Transferencias de fondos,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_2,DISPOSIT_13,954.0,332.0,Reset Preguntas - Actualizar Estado Mrp,Reset Preguntas - Actualizar Estado Mrp,No Financiera,Modulos de seguridad,Error De Comunicaciones,No Exitosa,Modulos de seguridad,SI,Sin producto
CANAL_2,DISPOSIT_10,609.0,0.0,Validacion OTP,Validacion OTP,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_13,127.0,5.0,Consultar Informacion Cliente (Consultar Historial),Consultar Informacion Cliente (Consultar Historial),No Financiera,Consulta de datos generales de clientes,Respuesta No Conocida,No Exitosa,Consulta de datos generales de clientes,SI,Sin producto
CANAL_5,DISPOSIT_4,429.0,30.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta Corriente,Financiera,Pago Tarjetas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_2,DISPOSIT_11,5.0,94.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Codigo De Convenio No Valido,Tecnicamente Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_5,DISPOSIT_4,529.0,30.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_1,DISPOSIT_12,203.0,0.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Transaccion Exitosa,Exitosa,Validaciones,NA,Ahorro a la mano
CANAL_2,DISPOSIT_5,49.0,8.0,Activacion Tarjetas De Credito,Activacion Tarjetas De Credito,No Financiera,Activaciones,Tarjeta No Autorizada A La Solicitud,No Exitosa,Activaciones,NO,TDC
